GEOID,obesity_cr
36005023000,28.6
36047085800,31.0
6037269500,20.1
36047064800,21.6
36081018101,24.7
36005008900,34.7
36085023900,34.5
36047065000,23.9
36047082800,31.7
6037191204,28.3
6037239201,36.1
36047049600,19.2
6037267700,18.8
36061012800,16.2
6037228410,35.6
36005040702,30.5
36005016500,36.5
6037265303,20.1
36061015801,14.7
6037137201,23.3
36081015600,23.7
36005003900,34.0
36081049302,24.6
36061019000,25.9
36047011000,23.9
36047044600,20.7
6037189201,24.2
36047114400,33.9
36085015100,29.4
36081086300,20.1
36081004001,26.7
6037224410,24.6
36081006300,21.8
36005026701,28.4
6037224700,21.4
6037232400,34.5
6037275311,21.4
36081144100,19.4
6037113237,22.8
36047061200,20.2
6037181400,22.5
36081006900,23.9
36085023100,33.8
36047054200,22.7
36047065200,19.3
36005025200,23.3
6037269904,21.2
36081018502,22.6
6037141202,22.7
36061011300,18.3
6037239601,35.8
6037271702,18.8
36047049000,22.4
6037269800,22.3
36061012400,14.9
36061007600,12.8
6037186100,21.7
6037218500,32.7
6037294510,31.8
36005006700,35.4
6037186202,21.7
6037277100,21.7
36081014800,24.9
36029004800,27.0
36047051200,29.9
36005006100,29.8
36081027000,35.6
36005021602,30.3
36061015400,16.5
36047062200,21.1
36061021200,25.3
36047056500,18.8
36081040000,32.3
36061026100,26.6
6037132101,25.2
36061018600,31.5
36047059402,19.0
6037212900,27.9
36081016100,23.0
36081042400,31.6
36047086200,34.0
36081020200,29.8
6037262604,19.8
36047101200,28.4
6037267200,19.6
6037228420,35.6
36081061601,32.4
36005028900,25.7
36081066000,34.0
6037206032,29.5
36085014607,29.4
36005013300,34.2
36081145101,20.9
36085027900,26.7
36081048300,20.8
36047024500,28.2
6037265602,19.9
6037214902,20.0
6037120106,34.0
36081050400,33.4
36081002600,27.3
36047064200,21.6
6037139801,20.6
6037218300,31.6
6037262301,19.0
6037104401,31.2
36047018600,18.9
36029006800,30.8
36081025900,21.6
36081036500,33.6
6037133000,27.5
36081036700,32.7
36081012000,22.7
36085013204,29.6
36029004402,49.1
6037106405,33.3
36047054500,32.0
36081029500,22.2
36005026702,31.4
36081013700,21.8
36047040800,17.7
6037296600,33.0
36081018900,22.8
36081009100,25.4
36085017700,25.4
36047030400,19.6
6037131400,26.1
36081077907,26.1
36061015602,23.1
36047019300,23.0
36047014500,20.7
36081055300,29.1
36081147100,20.2
36005027700,31.0
6037128910,22.9
36085017011,29.4
6037141201,23.4
6037214901,21.9
6037191720,33.2
6037231710,37.6
36047037700,31.6
36081011100,22.3
36047012700,29.7
36061013000,16.3
36081117100,21.1
6037228210,36.8
6037117530,29.3
36005034800,31.1
36047033700,25.4
36047092400,34.9
6037213201,26.4
6037131100,27.0
6037228600,37.8
36047049400,22.8
36047043900,29.0
6037221820,17.9
6037240800,36.6
6037195100,20.7
36005008600,33.6
36047099200,28.5
36081081800,30.1
36061028700,24.4
6037271802,21.0
6037109603,28.3
6037238310,39.1
6037204910,33.8
6037186403,25.3
36081042700,31.0
6037199120,29.7
36047016000,20.7
6037195300,23.2
36081000600,26.9
6037194500,20.7
6037124600,23.0
6037132700,28.2
36047015700,18.1
6037234600,34.5
6037278001,24.5
36047082200,32.1
6037236400,31.0
36047015200,19.0
6037237402,34.2
6037203800,33.4
36047019000,21.4
6037211121,22.5
6037123301,24.9
6037269300,20.0
36005024502,35.7
36005037600,30.5
6037120104,29.2
6037197500,23.7
36081000400,29.2
36005017300,35.6
6037199800,27.4
6037121020,26.4
36081060000,31.5
6037124700,22.8
36047026800,21.6
36061021600,25.6
36005031800,23.5
36047042400,21.3
36047018501,35.5
36085017009,29.6
36081050600,33.9
6037220000,34.1
6037211910,26.7
6037104310,31.0
36081020500,29.5
36047006900,18.0
36047021700,25.6
36085031901,43.4
36081069701,21.7
6037127806,31.9
36081139900,18.3
36081046600,23.5
36081094203,28.3
36047023300,28.3
36061023801,17.7
36081013200,26.9
6037143901,21.2
6037143604,20.9
36081066701,25.8
6037291210,29.8
36047054700,27.8
36047014700,21.9
36047055200,20.7
6037269906,20.1
36047054600,22.0
36047014300,19.4
36061023000,31.7
6037271100,20.8
36005035800,30.6
36081029700,22.3
36081059000,31.0
36047070201,19.3
6037189102,20.8
6037294421,30.8
36047079400,33.1
36047072800,29.2
36047114202,28.9
36005041100,30.6
6037119341,26.2
36005040600,33.7
36029003500,46.9
6037201110,28.8
36047050804,28.8
36047039400,22.8
36061010601,16.0
6037111202,22.5
6037117102,26.9
36081129104,20.4
6037188300,20.8
36081116300,21.9
36047100800,28.7
6037214400,21.3
6037297300,23.7
36029000600,29.6
36081021200,31.8
36061023100,27.4
6037187300,21.6
6037139504,24.9
6037218702,34.1
36081097203,40.0
36085009601,27.7
36047056400,19.7
36081046800,25.3
6037104403,31.1
36081013500,24.5
36081027800,37.4
36061016300,16.9
36047039000,22.1
6037104822,30.4
6037190901,30.7
6037117404,26.1
36047041300,30.3
6037219020,32.7
36081050201,31.4
36081162100,22.2
36081069400,33.4
36061010900,11.0
36005031000,22.7
6037221710,29.9
6037127605,33.5
36081080302,20.0
36047120000,31.8
36081048500,17.2
6037204810,33.1
36047040900,30.8
36081044400,30.7
36047005000,18.3
36047004100,20.1
36047025800,21.5
36061022400,31.5
36047031702,25.7
6037117407,35.4
36005005600,33.2
36061018900,26.0
36005022500,34.1
36005020000,26.3
36047058900,19.1
6037109700,23.6
36081129102,20.5
6037194300,22.1
6037240500,37.7
36047023600,25.0
6037128101,28.9
36047118201,26.6
36005042400,30.5
36005033800,32.0
6037183103,27.2
6037239802,36.1
36081026902,22.1
36081020400,30.8
6037103300,23.0
6037123010,35.5
6037201503,32.2
36005029700,19.0
36081109900,22.2
6037231300,33.4
6037183810,31.2
36085012805,30.6
36005043000,31.6
36061031704,14.9
36061025300,26.4
6037213402,30.3
36061007400,13.9
36047040000,20.6
36047004700,20.8
36047018100,20.4
6037239801,35.9
6037109100,23.6
36061023501,27.5
36029000500,38.6
36081063700,24.8
6037240600,37.8
6037131020,27.8
6037293201,24.9
6037269903,21.8
36061011800,16.2
6037127102,29.8
36085027706,28.1
36047039700,31.9
36081030902,23.3
6037104703,33.5
36061016800,28.9
36047029800,19.5
6037212410,22.3
36061007100,15.6
36047059300,20.3
36081014700,21.9
36047044500,23.6
36047056900,19.1
36061010200,17.6
36047086600,31.1
6037226001,37.5
36047062600,20.2
36047015900,19.0
36047090200,34.6
36029001500,44.6
36047052800,19.1
36061014900,15.8
36047024600,21.0
6037189702,23.0
6037127606,27.9
36047044200,20.2
6037207302,26.7
36005039100,32.5
6037219800,34.5
36081061200,31.0
36047025700,26.8
36081094700,26.0
6037115403,26.8
36081019000,32.2
36005001900,31.9
36047047800,24.7
36047053400,25.0
36047005602,20.9
6037205120,35.6
36081094202,32.0
36061007300,16.1
36081113900,22.8
36047057800,21.2
6037127603,34.0
6037139502,23.3
6037106406,26.0
36047015500,18.5
36047063800,19.3
6037269601,30.1
6037211802,21.6
36081105900,21.3
36047036200,24.9
36047060600,20.5
6037194101,21.7
6037231400,33.4
36047055400,22.6
36005019900,33.8
6037134002,28.1
36061017402,26.0
36047056000,21.2
6037131010,27.1
36047004900,17.8
36081027200,34.9
36005033000,29.3
36047010600,17.6
36081037700,30.7
36061002100,15.2
36047037000,20.1
36081130100,21.0
36081092900,24.4
6037187200,26.9
36047114201,32.9
6037240900,36.3
6037139402,21.9
36081086400,27.5
36081014300,24.0
36061012200,15.9
6037203500,30.9
36005046201,29.5
36061012600,16.0
6037273502,22.9
36061012700,18.1
36047024400,24.5
36081098700,22.7
36047005201,20.9
36047086800,32.8
6037120010,30.0
6037221304,30.8
36047085400,31.1
6037186201,22.4
6037137302,21.7
6037204110,30.1
36081077500,22.0
36005028600,22.2
36047000100,20.5
6037237800,33.3
6037127220,29.0
36081122701,23.0
6037275603,22.1
36029003700,46.9
6037134104,23.9
6037192520,29.1
6037185310,29.7
36061013200,15.7
36061019100,19.6
36005028500,22.9
36081017600,31.6
36081070700,19.7
6037108102,20.2
36047033500,25.1
6037134424,21.0
6037143603,22.4
6037294302,33.1
6037229200,33.9
36081063500,26.4
36005008400,26.4
6037190700,26.5
6037207101,17.6
36047059100,18.9
6037234902,38.5
6037262400,19.9
6037242200,38.8
36005042800,29.8
36061024301,28.2
36047055700,18.9
36081147900,20.7
36061018400,30.9
6037113422,25.1
36047102600,28.5
6037208502,29.7
6037218120,28.7
36061020300,15.5
36047107800,31.8
36081007100,20.1
36047023400,26.9
36085019800,29.1
6037234200,29.8
36081054200,26.3
36029003600,47.2
36047047200,25.9
6037224420,34.7
36005044901,23.1
36005021800,32.5
6037232200,36.0
36047074400,20.4
36081045200,18.4
6037191302,26.5
6037222001,32.2
36085007400,29.4
6037264301,19.6
36061019800,25.0
36081013800,24.2
36085014606,28.5
36047039800,21.4
6037201200,30.0
36061008800,14.9
36047092800,29.5
36047066200,21.0
6037191120,28.0
36081017900,26.6
36005023502,32.9
36081073900,19.7
6037228220,35.6
36047073200,29.2
6037294610,32.1
6037135203,22.7
6037293306,25.1
36085018702,25.3
6037117101,22.2
6037134901,26.7
36047045000,25.5
36047000200,29.6
6037221602,35.0
36047112200,32.1
36005024501,36.9
36005023600,31.2
36061002601,23.9
36081086100,19.1
36081026000,34.4
36047013800,21.1
36081069300,23.8
6037209102,31.8
36047012600,21.2
6037113401,23.4
6037271701,19.7
6037203900,30.9
36081016800,26.9
36081052200,31.2
36085014700,27.3
6037211804,19.5
36081119300,20.9
36081052400,33.3
36005004200,34.4
6037191820,24.7
6037219902,34.4
36081122300,20.0
36047001500,23.5
6037135111,23.5
36061001501,15.9
6037238400,35.0
36081077905,21.4
6037106113,27.4
6037123420,30.7
6037128801,23.3
36081093800,30.1
6037265201,19.6
6037189903,22.5
6037240010,36.2
36081115700,19.5
36081016300,31.7
6037234501,34.1
36047011900,21.0
36047017000,19.7
36081094500,23.6
36029004001,46.0
36047009400,19.3
36081010300,23.4
36081146700,20.7
36081062700,26.2
36061012900,16.9
36081034700,28.7
6037267502,20.8
36005021002,29.7
36081096400,32.5
36061009200,14.5
36081010600,24.7
36085018902,27.3
36047007200,24.8
36047029000,20.4
6037119700,23.2
36047097000,29.1
36081079900,20.7
36047118600,26.4
6037239320,35.7
36081002400,28.1
6037106111,27.0
36081006100,21.7
36005042901,31.8
36047004300,18.5
6037240200,36.3
36047116200,33.7
6037107010,30.5
6037121801,31.8
36047059600,20.2
36005037900,38.1
36005034500,23.2
6037232800,37.3
36047017900,27.0
36047022600,25.7
36047023800,23.7
6037103200,27.5
6037207501,18.0
36081022002,23.5
36005002800,30.1
6037239602,38.0
6037211922,23.7
36047044400,23.3
6037189905,22.3
36047049800,17.6
36047017400,18.7
6037106114,31.5
36061003700,16.7
36047057300,19.9
36047072200,29.3
36085012500,34.8
36081055400,25.0
36047069200,26.0
36029005100,33.6
36047040300,30.9
36061018800,26.1
36061018300,17.4
36005006000,32.7
6037209300,30.0
36047012901,20.0
36005036800,32.4
36081009700,20.6
36047077000,29.6
36081161700,21.9
6037134521,31.6
36085019700,28.5
36081007300,20.9
36081124100,20.1
36029005900,39.0
6037183702,25.5
36047115600,35.4
6037273800,22.5
36081048400,24.8
36081120100,21.0
6037115104,22.9
36061011500,17.1
36005019400,27.5
36081053900,24.3
6037190301,25.9
36047117202,26.7
6037271500,20.1
36047044100,25.3
36081003300,21.6
36081012500,22.6
6037213310,26.6
36047005300,22.7
36061015601,16.2
6037128102,31.8
36047003800,20.0
36061022000,25.5
36047020100,21.5
6037207710,20.2
36085013201,28.3
36047119600,28.9
6037108104,21.7
6037181600,19.5
36081053200,33.8
36081071100,19.8
36081019400,31.7
36081099701,20.4
36081056000,24.7
36081048000,24.4
36081084900,22.4
36005040501,31.6
36081060800,32.2
36005005902,34.2
36005002702,36.6
6037106643,20.3
36061031703,15.4
36047005202,21.2
36047087401,33.2
6037181500,22.9
36081115100,20.3
36005022200,28.5
36047007600,27.5
36047046800,24.2
6037115301,21.6
36085002002,29.5
6037104103,28.2
36085020801,30.9
36085013203,29.3
36081103900,21.8
6037127400,30.1
6037237600,36.5
36047003000,20.4
36047026700,28.0
36047016200,20.6
6037127520,33.5
6037124300,30.1
36081145102,19.9
36029002702,44.7
36061030900,28.3
36047076200,24.1
6037137401,23.0
6037221110,35.7
6037275500,30.8
36081024000,31.0
6037199700,28.9
36005027900,24.2
36047118400,27.7
36081047500,19.2
36005020100,34.9
6037141304,23.3
36061004000,14.5
6037211701,18.4
36061012000,16.5
6037276000,21.9
6037201302,21.6
36029005202,33.8
36047114600,29.1
36047088600,34.3
36047017800,19.0
36005039600,33.3
36047043100,26.3
36047098600,30.0
36081099705,20.1
36005028100,23.5
36005025300,32.1
36047051602,30.5
36061014401,16.4
36047032800,24.3
36005031400,21.9
36081029400,33.1
36081071305,19.6
36085002100,35.2
6037201401,29.5
36081133300,20.0
36005034200,28.3
36047040100,29.8
36005035100,20.7
36047036501,35.4
36081040400,34.0
6037201402,27.9
36047059800,21.7
36005015800,24.5
36047111600,33.3
36081028300,25.4
36081014202,27.0
36081059400,31.7
36081099801,31.4
6037134904,27.0
6037276400,21.7
6037210010,31.2
36047036600,23.0
36047015000,19.5
36081049900,19.7
36047023500,24.7
36085018701,29.7
36047046201,20.6
36081058300,25.2
6037297500,24.2
6037106112,25.8
6037183510,27.7
36081026100,23.8
36047050700,29.9
36029003800,46.3
6037143700,22.2
36047014200,19.9
36061009900,18.1
6037208501,19.6
36029004401,44.0
36081004401,24.0
6037183401,24.7
6037106603,20.9
6037128400,25.4
36047087600,30.9
36047076800,22.0
6037201602,28.4
36047117201,29.2
36047019400,20.2
36081056700,26.4
36005042600,30.0
6037271400,21.7
6037134103,25.0
36047042000,20.7
36047069800,20.8
36081104700,21.2
36029005300,26.2
36047084600,30.0
36081077903,23.8
36005039700,19.6
36047014100,19.3
6037103102,24.7
36047086000,31.1
36047041900,28.3
36005013000,23.8
36081011500,21.4
6037113233,27.2
36081040200,34.3
36005006400,32.6
36061016700,16.6
36047073800,28.8
36047050300,19.2
36081051500,25.0
36047024000,24.6
6037127712,30.7
36047083200,30.6
6037294820,34.7
36005029500,20.3
36081103202,29.2
36047013000,23.7
36047020000,22.7
6037269000,20.4
6037211320,28.3
6037226700,34.9
6037296901,29.8
6037143400,21.9
36061017900,18.6
36047028300,32.6
36047008400,26.1
36081112300,20.0
36061027900,26.4
36047031400,20.0
36081062600,33.4
36081152902,19.7
36005022102,37.4
6037121210,25.2
36047075400,19.7
36061010602,14.9
36047043400,21.2
6037101210,31.1
36029006302,26.7
6037297201,28.7
6037980024,24.7
36081140902,18.2
36047039600,22.3
36047053000,23.6
36047029900,33.1
6037232600,34.6
36061009100,17.2
36029006100,39.6
6037209510,30.5
6037980010,26.8
36081005400,26.9
36061004300,15.8
36047053500,28.3
36081098100,23.0
36061023900,27.3
36047118800,23.1
6037104201,33.2
36081017400,29.8
6037135113,21.2
36061017200,28.4
36085005000,28.7
6037226002,32.2
6037119400,27.3
36047060800,21.0
36081064500,22.5
6037137402,22.7
6037238100,36.6
36047062800,22.0
36047016300,21.3
36061005502,17.3
36047061002,19.9
6037262706,21.3
36061001402,19.5
36047047700,17.7
36047076600,30.4
36061026900,26.6
36005044800,31.1
6037296220,34.0
36085029103,29.0
6037211120,19.0
36047069602,23.5
36081046900,25.8
36081029300,19.5
36047150200,19.3
6037243000,34.2
36081051100,23.4
6037132002,26.4
36081127700,20.9
36047039200,21.4
6037104610,32.1
36047077400,27.8
36047035000,22.4
36047039500,29.1
36047065400,20.2
36005042000,33.1
36081044302,24.8
6037232500,35.6
36047032300,29.4
36061016200,28.0
36081084602,32.0
36047043800,24.0
36081010400,25.0
6037195710,31.2
36081046300,24.7
36047049700,18.0
36047064000,18.3
36081015400,24.9
36047034100,30.8
36047005601,20.5
6037214700,21.0
36047003500,22.9
36047075000,21.6
6037113231,22.6
6037190802,29.2
36081035100,28.4
36047088400,33.0
6037113421,27.3
36047117602,29.4
36047050400,21.8
36047048200,22.0
36047037100,31.9
6037128302,32.5
6037291130,28.8
6037211201,29.8
36005040900,30.5
36029003901,45.9
36081101002,25.7
6037294830,34.3
36005046202,31.9
36081068200,33.9
6037296300,24.5
36081039800,30.8
36061021000,32.9
36047058200,20.9
6037236203,38.2
36047008200,26.5
36061007200,14.4
6037203600,31.4
36005005200,33.8
6037265100,20.0
36005013200,23.1
6037240402,37.1
6037297120,32.2
6037294701,35.3
36047102800,27.3
36085015601,28.4
6037183222,23.8
36081052600,33.8
36005036501,35.9
36081055500,28.7
36029005400,28.6
36029001900,30.0
36081061400,32.3
36029016300,39.8
6037211500,20.9
6037242000,36.9
6037208000,30.4
36047013500,18.6
36047073400,26.8
6037181300,20.3
36061018500,17.3
36047055300,17.2
36061001001,17.6
6037102105,29.8
36081061900,23.9
36047025400,18.5
36081043400,32.0
36047020400,21.3
36061016001,16.0
6037190100,23.4
36047083000,30.9
36005022902,34.1
36047053700,28.7
36081012100,21.6
36081068700,20.4
36081080900,22.1
6037109604,26.3
36029003301,43.5
36081015000,24.0
36081140300,17.9
36047055600,22.0
36081059200,32.5
6037269907,21.2
6037274202,23.2
36061000202,23.6
6037211000,19.7
36081055600,24.0
36081013000,25.3
36061022800,29.1
36005020502,35.5
6037119340,36.7
36085001700,34.3
6037191110,29.2
6037119310,28.6
36081004700,29.0
36047078800,34.9
6037124201,26.9
36047012100,21.3
6037127804,28.1
36047012000,16.4
36047105801,31.0
6037141700,20.9
36081032900,27.6
36081036100,32.8
36047053300,27.4
6037123303,29.5
36081033900,28.8
6037189400,22.0
36047094600,30.2
6037234700,35.9
6037101300,23.9
6037228720,35.1
36047110400,34.7
36047048800,23.2
6037124204,28.6
36081030903,23.2
36005011900,34.9
36085031902,40.7
6037115404,25.4
36081061000,31.2
36061024900,26.4
6037135202,23.2
6037104105,31.0
6037134001,29.8
36005026300,30.8
36085020804,28.1
36061013700,15.2
36029001700,41.7
36085027704,28.3
36047006300,18.5
36085017010,30.5
6037240300,36.0
36047026400,20.6
36047087800,32.8
36047056200,19.3
6037262802,20.3
6037275200,25.9
6037211703,21.3
6037199110,29.0
36081033402,34.3
6037213320,27.6
36061029900,31.6
36061005400,15.8
36047030500,23.7
36005021700,36.6
36061019702,24.2
6037237202,35.1
36047074600,21.9
36081049600,26.6
36061030300,23.1
6037195720,27.3
36047119000,29.7
36005025500,31.3
36047055800,20.7
6037104620,32.3
6037195202,21.5
36081047900,20.0
36005026400,23.9
36047080600,30.8
36047078600,30.7
36081055800,24.6
36081129103,22.4
6037232120,35.3
36047030800,21.1
36005030100,19.7
36081115500,23.0
36061010300,15.0
36047062000,19.5
36081025301,23.1
36047027300,31.3
36061005501,15.4
36061022700,26.6
6037104500,32.0
6037294301,27.5
6037131900,26.4
36061014601,15.0
6037134302,23.7
36047025200,19.0
36047016900,18.8
36081067700,22.7
36047099800,28.9
36047013900,19.3
36047093200,29.2
36029002400,38.2
6037102103,23.2
36047043300,29.5
36081014000,22.9
36081084000,27.2
36081027500,28.7
36005040800,32.7
6037241120,38.5
36061005800,14.0
36047014000,20.8
6037123104,30.4
36029007202,33.3
36081013400,25.7
6037106408,31.4
6037141400,22.2
36081071303,20.6
36047034500,32.7
36081087100,26.1
6037208401,30.1
6037192700,28.0
6037189300,20.8
36081047800,25.8
36005004001,26.9
36085017300,33.3
6037294810,34.5
6037228710,38.0
36081012800,26.4
36047079602,30.6
36047101000,26.4
36061012100,19.4
6037192001,22.6
36047057400,18.2
36047050100,18.9
36061019900,15.6
6037213100,23.6
36005016400,23.4
36047115800,31.4
6037272201,24.8
6037134423,23.2
6037218400,33.9
36081003100,25.5
36005028700,24.2
6037192002,22.7
6037278102,21.3
6037296500,32.4
36047077600,28.2
6037238320,37.1
36081018402,33.8
36061008601,13.5
36047000502,17.8
36047096400,28.4
36005042100,28.3
36081008100,24.2
36005024000,32.1
6037115302,31.1
36005025000,22.1
6037191610,29.2
36029006301,26.2
36047043500,26.6
36047027000,20.3
36081008600,25.6
36047015100,18.2
36005036100,33.9
36047003300,19.4
36047030200,18.4
36061018000,27.9
36047048600,21.4
6037217002,23.3
36047006000,20.7
36081150702,20.7
6037122121,29.5
6037191420,25.3
36085018100,27.0
36047041401,25.3
36081055200,27.0
36047001300,23.1
6037186302,25.5
36081040500,32.6
6037104320,31.2
36061025900,23.1
36047111800,34.9
36061017100,17.8
6037216700,27.8
6037239702,36.1
36081011000,26.9
36081027400,32.2
6037228320,35.7
6037101122,22.7
36029006701,30.2
36081011600,26.8
6037211410,21.7
6037124000,22.6
36005044400,30.1
36081059600,32.7
36081044000,32.9
36047065600,20.9
36081051700,26.9
36085017012,29.1
36029000200,36.1
36047030300,32.9
6037189701,21.5
36047117800,27.1
6037189600,23.4
6037123204,31.8
36047042600,20.5
6037212610,20.8
36047075800,20.1
6037273700,22.5
36061013500,20.5
36061008200,15.6
6037293202,31.0
